review_id,reviewer_id,restaurant_id,timestamp,rating,review_content,friend_count,review_count,useful_count,cool_count,funny_count,restaurant_rating
DJ4kbbq5V4ZRkEFItE8PHv,lQA3eaMCsIAVhENQGyARcQ,xt4sa64WOrpJvZBDPNPNYg,2019-10-27,5,"Definitely one of the best place for dinner and drinks. I love the ambiance and music. The vibe was really nice for dates. The dim lights and music were perfect to have intimate conversations while having privacy from tables close by. The appetizer we got was the fried pickles, which were light and crispy. The only down side was that they didn't have enough for me to gobble up but....The entrees were HUGE. We got the sausage gravy chicken biscuit, honey chicken and shrimp grits! They were all delicious and filling. I loved the southern portions!Overall it was a great dinner.",74,64,1,0,0,4
EKSwIDktHzwtLFx8QEyrzT,6l_KU4YCnBxebTqPVBO9qw,xt4sa64WOrpJvZBDPNPNYg,2019-11-11,5,An excellent way to start a beautiful Sunday. 1. Space is energetic but casual like an indoor bbq joint 2. The food is insanely tasty and portions are humongous- must go only if hungry3. Loved for 2- couldn't finish Mac though so brought it homeMac and cheese small portionFried chicken biscuit with honey and hot sauce on the sideCroque madame4. In true we don't calories here style they don't serve skim or almond milk though with coffee5. Service is upbeat and kind,26,196,0,0,0,4
diVX7JviJX5bF3QuUqXxjv,TVJrVskiwNP3BcMnmIdh_A,xt4sa64WOrpJvZBDPNPNYg,2019-10-12,3,"Would've given 4 stars if it wasn't for the long wait (over an hour at 2pm on Saturday) + super loud neighboring diners. Felt like we were all squished together and everyone had to yell to hear the other people in their party. As for the food, the fried chicken (honey fried chicken biscuit) was super crispy and delightful for the first few bites. And then I guess the honey sank in and the rest of the chicken became soggy. Flavor was very yummy at least!If I come back again, it'll be with a reservation and will definitely ask for honey/dressings on the side.",44,106,2,1,1,4
WK3BDJG4jU6DLw0sItJf7Z,6H9g6agwpmiHG8ZYgBJq5w,xt4sa64WOrpJvZBDPNPNYg,2019-10-10,4,"I've been wanting to try Jacob's pickles since I moved to the city three years ago and this week I finally got around to it. I'd say it lives up to the hype! I was lucky enough to go on a weekday for lunch, when there is absolutely no wait. I got the southern BLT biscuit and fried chicken entree. The chicken was extra crispy, sauce was delicious, and it was slathered with really good cole slaw! The cheesy grits that paired with it were really good as well. The biscuits weren't too dry and absorbed the sauce, Cole slaw, and chicken really well.Great meal as a cheat day and to indulge. Positions are huge so you'll probably have leftovers or could share with another person!",232,477,3,1,0,4
w32ZFg3SuWqdZCFEzzQDk1,tM6HaMbtEi95dHtEEVyZfA,xt4sa64WOrpJvZBDPNPNYg,2019-10-12,4,"This UWS southern gem has been on my foodie list for some time and happy to have unexpectedly walk into it today for an early dinner. The place was surly busy on this fall Saturday, but we were seated immediately. Our waiter was very pleasant and knowledgeable on the menu as we expressed it was our first time. She shared the specials for the day and gave us a heads up that the servings for entrees were large portions (more like huge) which def makes it great for your money. We had the fried pickles and 2 buttermilk biscuits with the ""works"" as starters. Entree were the Chicken and Pancakes and the Jacobs Patty melt. OH MY! The patty melt came on a lunch sized tray loaded with fries cooked to my request. The pancakes were huge and fluffy and 2 beautiful sized pieces of chicken. We enjoyed the presentation and then the flavor and then were intimated by the size that we couldn't finish haha. Def would want to come back to try their brunch and more beer options. I'm no pickle lover, but if you love that def give Jacobs a spin for your fix too. Overall, good customer service, quick turnaround with food, good ambiance and clean space. Accessible by public transportation.",28,126,1,1,0,4
wLEWEjYt82W7CFBv7h1HZb,YneSxaTkmPLfuX91Z5oOnQ,xt4sa64WOrpJvZBDPNPNYg,2019-09-10,4,"Paint me green and call me a pickle. This place is a big DILL ;)We stopped for breakfast and its the cutest little eatery. Full on bar and outside eating. Of course we ordered a few pickles and they were all good.I got a Bloody BLT and WOW it was amazing!Breakfast is big enough to share. My hubby and I got eggs and bacon, but my sister in law got the Lemon Blueberry biscuit. OH YES, try it. It was yummy!If we ever visit the city again, we will be back!",89,165,2,1,0,4
1NnDGgakl4pKlMdWtqHyNf,8MMMBbJ3VI8XtIjGyzN3QQ,xt4sa64WOrpJvZBDPNPNYg,2020-01-12,5,"The type of place where you can't go wrong picking anything (or everything) on the menu.. meatloaf,Fried chicken sandwich or Gumbo!! All authentic Southern items paired with pickled apps and out of this world cocktail or beer menu. We had to wait an hour after a cute drink at the next door Tiki bar.. well worth it for a 5-star experience!",39,54,0,1,0,4
6dOubhkZqK51MnhEacJ6vJ,MhmuokVX1Ga7YM0XJioSXw,xt4sa64WOrpJvZBDPNPNYg,2019-12-20,5,"I have two dedicated dog mommy friends that wake up at 5 am (on a weekend) to walk their dogs around Central Park. After the walk, they get brunch and tell me all about it. Hello? Where is the invite? One day, I decided to join my friends afterwards around 9 am. The minute I got there, there was already a line. They opened at 9 am and already a line. That already said a lot about the place. My friends and I got two orders of hot fried chicken and shared it. OH MY LORD! I literally found myself greedily grabbing more chicken before I finished the one on my plate. The dish comes with two large juicy chicken pieces perfectly fried after it has been brined in pickle juice and buttermilk. Then, it is doused with a hot sauce elixir that makes the already delicious chicken fabulous! Just when you think things can't get better, they top the chicken with a mound of thinly sliced pickles and serve creamy grits and biscuits on the side. Do yourself a favor and forget about the biscuit/ grits. Yes, they are good, but the chicken is the star and, Jesus Christmas, it is the best fried chicken I ever had. Actually, let's bring the grits/ biscuit back because the hot sauce needs something to sop it up. The thing I like about this dish is that the pickles cut into the greasey/ oily fried chicken so you don't feel so heavy afterwards. It gives you an illusion of lightness, but don't be fooled, it is not. I had this last Sunday and I am already craving it already. My friend took the leftover bits home and I thought she was silly because there wasn't much left, but.... I was a fool. I should have fought her for the bit. So I am on a plane on my way to New Orleans and as I was boarding the plane, I was telling my friend how I wished I had the chicken before we left the city and the lady in front of us was like ""Jacob's Pickle? I love that place!"" We instantly became friends. When you know, you know. BUT! One thing, I got a side of pickled eggs because I thought about my friend's mom who makes bomb pickled eggs. Don't get it. It is a bit off... Hot chicken dish! You will think of me and scatter rose petals wherever I walk for giving you the best advice of all time. For the first time in forever I was excited about a dish. Being a foodie obsessed with how things are made and just having a very particular preference, it is really hard to get me excited about certain things, but this one. Wow! ALSO! After this, we got Levain bakery cookies so.... our day really couldn't go wrong even if we got hit by the car.",37,163,1,2,2,4
RX5TPJ5XxfxdtjkAkmkYPt,8YvMPVDje23VwZ9rIpX72Q,xt4sa64WOrpJvZBDPNPNYg,2019-12-10,4,"There's so much to do, see, eat, & drink in NYC, it's always tough to narrow down. Luckily, my Chicago pal, Mel B. helped with this one.The place is easy to get to, and minimally stylish. As with most places in the city, expect to be close to your neighbors; space is a premium.The menu is wonderful, just a variety of things to choose from. They're known for their pickles, the table next to us had an interesting selection, but we'd already stopped at a bakery before breakfast so I knew this wasn't the day for appetizers. I'll certainly give em a go on the next trip.I enjoyed the bacon, egg & cheese biscuit. As you can see by the pic, it's the size of the plate! It's locally sourced, I appreciate that. The bacon is thick-sliced, and smoky--perfect against the creamy texture of the eggs, and the mild buttermilk flavor of the biscuit.The service was perfection, never an empty coffee cup along with great recommendations. This breakfast was a win. I'll do it again. You should, too.",192,236,12,9,3,4
GaW9SRD3CiO67ua4Pa33F1,dIYmR4SwbJs6Mo1qogwKWQ,xt4sa64WOrpJvZBDPNPNYg,2019-09-14,3,"It's not a bad restaurant by any means. Food was good and expectedly very heavy, however I wasn't impressed.  The food comes out barely warm. I liked their biscuits by itself, the gravy is tasty but I didn't really care for it, but that's a matter of preference as my husband really enjoyed it. Fried pickles are good. Now the hot chicken biscuit sandwich, the chicken was seasoned and fried well but the sauce this dish uses was very oily and it made the biscuit underneath too greasy to eat. The cheddar grits it came with was awfully gelatinous. I would try a different chicken sandwich next time and hopefully this was just a bad batch of grits. I must say the service is phenomenal, especially given how busy it was.",5,141,1,0,0,4
kgIwKgteRH2an5yWrldC4w,gEnzvwRpeGam6UBV66Wp1g,xt4sa64WOrpJvZBDPNPNYg,2019-12-27,4,"Jacob's Pickles doesn't need any more accolades since there's is usually a line and it's packed shoulder to shoulder.  It's noisy and dark if that's your vibe.  The fried chicken is amazing, big pieces and the best I think in New York.  Homey jams and biscuits complete the comfort seeking foodie.  It's not crazy expensive either, just good food and company!",60,345,0,2,0,4
HMcGr0NuIhX50SRyLPsChm,e5PnV5PQdAMHxKCQ9NqYzQ,xt4sa64WOrpJvZBDPNPNYg,2019-10-05,4,"My friends and I came for lunch on Friday, and I think we came at a perfect time at around 1 because we got to sit down right away. Although we sat down at the large communal table, the spots next to us eventually cleared up. The waiter was really nice in explaining what specials they had, the popular items they have on the menu, and warming us that the portion sizes are pretty big. I'm glad he did because the 3 dishes that we had got were enough for the 4 of us to feel stuffed but happy when we left the restaurant.We ordered the French toast, Croque Madame, and the Sausage Gravy Chicken Biscuit. Each of these dishes had a unique flavor profile to itself, despite having a biscuit in every dish. I've never had a French Toast biscuit before but this was a game changer. The dish already had 4 different pieces of French toast. The outside was nice and crunch with a light sugar powdering, topped with a nice serving of strawberries. Their syrup they have on the table also wasn't too sweet so I didn't feel like it over powered the other flavors. The Croque Madame was huge! The stacked fried egg over the ham, friend buttermilk chicken, over a biscuit with amazing sauce was super delicious. It was a little bit salty, but the flavors really matched. The biscuit they utilized in this dish also had bacon bits cooked within it. This dish also comes with circular cut potatoes, some are thin so it's crunch like a chip but some of the other ones still had the fluffy potato texture.The last dish, the sausage gravy chicken biscuit, is definitely a super comfort food. The gravy itself was rich in flavor and paired well with the spices in the buttermilk chicken. I'm typically not a fan of grits but the way they mixed the cheese into the grits made it really delicious. I would definitely come back here to try their pickles and beer. They have a really amazing selection on the menu that I'm dying to try.",330,43,0,0,0,4
KKwAEdtj62Q3OJT40jyxWb,3pAFoGAeuSyrEFegBtIZdw,xt4sa64WOrpJvZBDPNPNYg,2019-08-11,5,"Hamburger Mac & Cheese was UNREAL! One of the best macs I've ever eaten. So flavorful and I've been let down a lot by Mac and Cheese at restaurants. Not this one! Chicken BLT- great sauce!!! Fried green tomatoes crispy! Highly recommend. App- biscuit basket. They're cut in squares and there were only 2, but gigantic. If you have more than two people get two baskets, unless you're with those very keto people then still get two and eat all the biscuits yourself. It comes with whipped butter, an amazing flavored butter, honey, and two jams to try. My mother waters now thinking about this. A+++Restaurant did have some nice 2000s jams pumping and it got kinda dark (could've also been the storm outside). I did see old people with their phone flashlights out reading the menu.",149,122,1,1,1,4
B20oFMNDK6ml2XgE7xCyUr,ZhyZzUXwFLjhKkwxLaqE3Q,xt4sa64WOrpJvZBDPNPNYg,2019-12-11,5,"AMAZING food and experience! Everything from the drinks, to the food, to the atmosphere, to our server Caroline. We both ate the Coop platter which consisted of the most delicious potatoes I've ever had, 3 fresh fried eggs, a biscuit, house made sausage patties (to die for), amazing bacon strips, and hands down the best grits I've ever had. Ask for the strawberry preserves to go with your biscuits ... fantastic. Our drinks were delicious. Loved the vibe of the place and the friendly staff. Prices fair for New York. Located close to Central Park west - convenient and easy to find! Can't wait to go back! Also can't wait to try one of their chicken dishes - the chicken looked insane!",182,60,1,1,0,4
UnJo1ybxJwutqOjfururrs,h-hIKd5aB2DLfkdz5ApLmw,xt4sa64WOrpJvZBDPNPNYg,2020-01-31,5,"Omg, omg, omg!! This food was so good and Max was an amazing server! We loved every crumb and would come here again for sure probably for a date night and try to reserve a booth! It was very loud in the benches but I can understand with the restaurant being jam-packed it made sense that we were squeezed in as much as we were. I had the buttermilk chicken and the serving size was sooo big, I had left overs for breakfast the next morning. It was so very tasty and would recommend it to anyone! I only remembered to take pictures of the appetizer as when the main course came I jumped in as I was so very excited! Yum yum!!",0,4,0,0,0,4
IBloPc8nwIZZlsSrLrERIh,pwSYZhkgQfBD8VFp4Qx8Uw,xt4sa64WOrpJvZBDPNPNYg,2019-12-20,2,"I don't understand why people love this place so much. The food is not very good, really salty. It is terrible for vegetarians, which I understand its southern food, but we are in New York City, for such a well known restaurant in the location that it is, there should be at least one option. I had a biscuit and eggs, something I could have made at home and it would have tasted much better and been a fourth of the cost. The portion sizes are giant. It is so loud inside you can hardly have a conversation, and its not the fun boozy brunch loud it's just unnecessarily loud. They do have good drinks! The cocktails are quite delicious. They are expensive, but drinks at brunch places are always about that price. I will not be coming back. But maybe someone with a stronger love for southern salty food would enjoy it.",292,48,0,0,1,4
qHQxUWLBPSwFmxjRkZY681,Pd9yJu0tBvCOHD0QYgpZ3w,xt4sa64WOrpJvZBDPNPNYg,2019-07-11,5,"HUGE portions & great cocktails.I had the Sausage Gravy Smothered Chicken and it was just amazing. Creamy, salty gravy over a crispy fried chicken over a buttery biscuit... sounds heavy huh but you'll want to eat every bite!",91,107,5,2,0,4
4WYTDGgvl1aV2Di1qSIICC,zJLLgUB3un6Qg95njGxjfg,xt4sa64WOrpJvZBDPNPNYg,2020-01-10,5,"Holy Toledo! Not sure why i just referenced Toledo, since I've been there, but it seemed appropriate. This place is AMAZING!!! The ambience is fun and the food is off the chain! The portions are huge and delicious! I ordered the chicken and pancakes with a side of cheese grits. The following emojis accurately describe that experience from beginning to end: . The pancakes were ginormous and the chicken was perfectly fried. The crumbled bacon on top with the honey and homemade syrup were the perfect addition! I don't do leftovers, but I actually packed my leftovers up and took them home! The grits were actually good and creamy, not watery like all other grits I have found outside of the south. The people next to me ordered Mac and cheese and omg it looked amazing. It was also huge and came cooked in its own pan which is what they served it in. I want to go back and try everything else on the menu!",9,68,0,0,0,4
mjQyFzSxsVptf5MAuFTQIK,wU9ykgSWO0f3QMW83n3Y9Q,xt4sa64WOrpJvZBDPNPNYg,2019-11-30,4,"Late review but def a fan.I doubt they still do it but when I went earlier in the year they had a special of Oreo French toast and it was bomb.It was super soft and yummy and it was wildly sweet like I thought it would be. The portion was also insanely huge and I couldn't finish.The place is big but I noticed they do get packed very quickly, I wouldn't mind coming back for lunch or dinner. Our server was super friendly and that def helped make the experience more pleasant esp when they got busy. you didn't feel like you were just a table.",538,324,1,1,1,4
XP8203GpDwnXw8LxOIVOSh,JZ1QkXIszrMBtpDMZrWZog,xt4sa64WOrpJvZBDPNPNYg,2019-07-11,4,"After having a less than spectacular experience at Maison Pickle, I was skeptical about eating at Jacob's Pickles. It's close to my boyfriend's new apartment and we were hungry so we took the gamble. We came on a Saturday night, right around peak dinner time. Surprisingly, we were seated right away. First and foremost, the food is b.o.m.b [makes bomb sound effects]. I had the Honey Chicken Biscuit [$17] which comes with cheese grits. The farms they source their chickens from must have a workout regime. The piece of buttermilk fried chicken was the biggest I've seen in my life. While it was huge, it was also cooked expertly. It was incredibly juicy on the inside and fried to crispy perfection on the outside. The biscuit it came on, oh boy, that was a flakey, buttery biscuit. Lest I forget, the cheese grits tasted like Thanksgiving mashed potatoes minus the tryptophan-induced coma. This dish is literally all I can think about a few weeks later. My boyfriend had the Chicken & Pancakes [$19]. He said he likes a version of this dish better at The Common in Brooklyn. Idk...his opinion doesn't count [I'm the worst]. I also had a cider, Graft Salt & Sand [$9], which is fruity and acidic. It's nice to drink something refreshing while eating something rich and heavy. He had the root beer, which he enjoyed. I do not like root beer. ___Unfortunately, the air conditioner was not working. It was humid outside and not much better inside, even with the fans blowing. The cooling system dripped on our table as well as the table next to ours. It didn't seem like anyone cared all too much. In any event, we got a free shower. Lucky that my boyfriend and I have been together for awhile. The restaurant is loud and we wouldn't be able to hear each other even if we wanted to. Service wasn't the most attentive as it was busy. This is definitely not somewhere you want to go on a first date, unless you do not plan on a second one. Come only if you can sit in awkward silence with your significant other and only want to shove friend chicken in your mouth unabashed.Our meal was incredibly affordable- $64 after tax and tip. We were stuffed!",233,300,2,1,1,4
bwWfBOMB2CdSYKOurOlbJI,PK6txq7fd945nX86_dSw9Q,xt4sa64WOrpJvZBDPNPNYg,2019-07-03,4,"Amazing as usual. Came on a weekend day for brunch and had to wait approx 1 hour. The other time we came, we sat in 20 minutes only for 2 people. This place is almost always packed on the weekends and don't take reservations but you can walk around during the wait but just be 5 minutes away as that's the grace period after they text you. 1. Croque madame - 4.5/5. Large plate as their other plates, delicious combo of meat, eggs, carbs and cheese :)2. Fried chicken and pancakes - 4.25/5. The chicken was amazing, crispy, hot, delicious. The pancakes were average and the carb/chicken ratio was heavy on the carb side.Drinks are pricy as can be expected in NYC but their cocktails are strong as well. First time, I had a bellini but next time it was a rosemary drink.Overall, I'd come back for even more brunch, especially after a good workout.",409,496,1,0,0,4
QMYXAW7Gj72PhaszjMen3I,OUZqZcwXR-WDkBR9L4GGwg,xt4sa64WOrpJvZBDPNPNYg,2019-12-05,4,"Jacob's Pickles is a great spot for the Southern style comfort food that hits the soul in just the right spots. The warmth and charm of the restaurant envelops you as you dig into your fried chicken sandwich, but don't even make a dent after ten minutes. I ordered the Honey Fried Chicken and Pickles and it was enormous. The whole plate was more than enough for two meals. It doesn't just have one piece of fried chicken, but rather two generous slabs, sandwiched between two soft pieces of honey-soaked corn bread. The pickles have a sweet brine and have just a hint of sour to them. After savoring the crispy sweetness of my biscuit sandwich, I found myself admitting defeat and packing most of it to go. The side of cheesy grits also comes in a generous portion, but I don't like grits much and couldn't get on board with them. Even so, this was definitely a meal to remember!",420,164,0,0,0,4
NhiCeGdTZ9gUX3BMPp5zIQ,bKDWqCO5mUja_i1hghuNeQ,xt4sa64WOrpJvZBDPNPNYg,2019-06-11,3,"Yes - the place is lively and ""cool"".No - the super long wait for brunch is not worth it.Yes - if you have a reservation or just grab a table for lunch during weekday, please try it!No - food is not THAT good.Huge portions, which for me are insane by any means. But you can take away your leftovers, which makes me feel better.Pickles are good and worth a try, we had 8 types for $18 (note: that is a lot of pickles).Deviled eggs seemed a great option but we went for the fish tacos - good choice as well if you want a healthy alternative.Coffee was good and refilled a lot of times, which I honestly enjoyed :)Overall Jacob's Pickles is worth a try but not the peak-hour wait. Don't expect great food, expect comfort food. And be ready to eat too much :) so do come with the biggest appetite.",24,465,1,1,1,4
9yXfqL17hoO9dOBdYxsqhT,iJWmpv0yGExNjOWBvmVbrQ,xt4sa64WOrpJvZBDPNPNYg,2019-07-22,4,"Definitely a comfort food spot. The buffalo chicken Mac and cheese was really good...but definitely rich. I ordered the full size and barely made a dent in it (nice to have leftovers, though)!Came for dinner on a Tuesday around 6 without a reservation and didn't have to wait, but I think typically it requires a reservation. As we were finishing up, we noticed a few groups waiting outside for tables to open up.",107,156,0,0,0,4
f0En8tIpqAaN8IB11RGdvv,bsgLM-nrgXeuHoVOEYOVyg,xt4sa64WOrpJvZBDPNPNYg,2019-07-04,4,"This place is a delight. Situated in a corner at UWS this is a perfect spot for brunch. I really loved their biscuits which were served with butter and collection of jams. Note that the biscuits ain't the traditional ones, but still crumbly and melts in your mouth.I really loved the cheese it was oozing in almost everything we ordered. The cheese fries were delicious, soggy but delicious. I would recommend the fried chicken which is lightly battered and crispy.",111,122,0,1,0,4
GtD0XGwlAVdlTnLQUgnIes,pdxRv5Nk0Z62V3HwpxRW4A,xt4sa64WOrpJvZBDPNPNYg,2019-10-26,4,"I dropped by on a Friday night when a friend was visiting me from LA. The wait was twenty minutes so no issues there. The place was packed and the vibe is good. The only con there is that the music is insanely loud - impossible to hear what the person next to you is saying. We ordered a biscuit, the poutine, classic Mac and cheese, and green tomatoes. My friend has some fried chicken on the side.The biscuit was underwhelming- I think the biscuits I can make at home are better. My friend said that the fried chicken tasted like nothing out of the ordinary and she would pass. I did like the green tomatoes and Mac and cheese and would recommend. The real winner is the poutine though - it's a hugeeeeeee portion and was delicious!Overall, good vibe and southern food but come in a big group and one dish is good to share between two people.",871,232,3,2,2,4
